Date,SOFR
2024-12-10,0.0464
2024-12-11,0.0462
2024-12-12,0.0462
2024-12-13,0.046
2024-12-16,0.04650000000000001
2024-12-17,0.0462
2024-12-18,0.045700000000000005
2024-12-19,0.043
2024-12-20,0.043
2024-12-23,0.0431
2024-12-24,0.044000000000000004
2024-12-26,0.0453
2024-12-27,0.0446
2024-12-30,0.0437
2024-12-31,0.0449
